coal,v1
1850.4105749132755, 0.18115483313927372
1851.812318999594, 0.1960517007241036
1853.6598404899573, 0.2067346826572375
1854.8060360199638, 0.22480703751590292
1855.9507264561055, 0.23858987485917005
1857.0745633839276, 0.2511734896496759
1858.1443435205892, 0.2635974794779695
1859.3026049329537, 0.27862192152653675
1860.863320977797, 0.2944632973193244
1861.7393242869182, 0.29998258156429447
1863.2074054706618, 0.3076250663441802
1863.9611295162808, 0.3281442567360454
1865.016693326227, 0.34164691268085945
1865.9126458256055, 0.35364498359466345
1866.9987229237915, 0.3681471033620559
1868.7316968735818, 0.3738258114010581
1870.0970115451257, 0.38286086913296635
1870.7979026030764, 0.3998747778229955
1871.3769505350797, 0.4160643489921737
1872.059512878155, 0.42950119866447456
1873.1511066888368, 0.4393905192751582
1874.777764729745, 0.438887948442231
1876.6590023704323, 0.4471133376084094
1878.4651930178948, 0.4527980126164362
1879.422137986803, 0.4674900958370815
1880.2302556468974, 0.48288957804988875
1881.6917627956516, 0.5016637255845255
1882.388603996699, 0.5196883784152277
1883.4317711821598, 0.532523318956603
1885.2221042767287, 0.5256959089185171
1886.732783319345, 0.5301877841477325
1887.655197671035, 0.5459659610977344
1888.8514073152837, 0.556800279975428
1890.202416112958, 0.5708183141601085
1891.822815304215, 0.5782883749904176
1893.6231264363732, 0.5781104116138658
1894.9752304760252, 0.5947470863468921
1896.7912046507442, 0.6050743228707438
1897.9962598343725, 0.6194320440864767
1898.8264070609798, 0.6352229949772643
1900.0344659512543, 0.646587058674494
1901.8592955265412, 0.6509227768139239
1903.211952522825, 0.6658671838773004
1904.896716038218, 0.671996903763602
1905.9080682319914, 0.6858818606623598
1906.9297163914373, 0.6997803729445525
1908.778017488244, 0.6947520657793921
1910.4894231685853, 0.7026490903319091
1912.1198378053482, 0.708495225591484
1913.0801351469697, 0.7145849373234368
1913.790872291382, 0.6993801684695833
1915.1299660532845, 0.6898315318509955
1916.7499248596569, 0.7007392872445165
1918.1143385226285, 0.7001672833175716
1918.7902485328423, 0.681935340728453
1919.320524369018, 0.6709972358027882
1920.3928151434404, 0.6737784828203477
1920.6418723425384, 0.6591418147147695
1921.3596246447828, 0.6457736119603124
1923.0035642721136, 0.6506752919917986
1924.9187031359945, 0.6468517144293671
1926.8111053402026, 0.6411413926490649
1928.1997253200554, 0.6507298985719366
1929.0198478955022, 0.6349795081368992
1930.1438950941167, 0.6030018948081197
1929.886752708247, 0.6218307311984338
1931.2125762044052, 0.5875346134879642
1932.0572972515638, 0.5686030913148379
1932.9780107323884, 0.5669396849070847
1934.280338288933, 0.5786004344120173
1935.995950646637, 0.5808885213783836
1937.5843545324337, 0.5977317791866591
1937.9130095288135, 0.5841082431075075
1939.4872730538666, 0.5958474089366717
1939.4779343535456, 0.580126093255166
1941.1777994886963, 0.5970324879896749
1942.8816846618365, 0.596066044210974
1943.5188212837534, 0.5817167374291008
1943.9956391156954, 0.568006049029841
1944.2314712836662, 0.5538069730294723
1944.4672010642992, 0.5393160931164915
1944.6232803219784, 0.5265948076911061
1945.099311234096, 0.5106413977920559
1945.6521228983574, 0.4999911189246686
1947.2444629898096, 0.5076406840983178
1949.178590328091, 0.4920113439802064
1950.7315403120508, 0.49451424776600045
1951.4294035154364, 0.4782911920655852
1952.4689177777625, 0.4668502359209339
1953.908411942542, 0.4514840772406853
1955.6727877785581, 0.44693634196210624
1957.4372939257314, 0.44275999348139716
1959.25866034377, 0.43722571346297373
1960.3997970802593, 0.4212713423766711
1961.5036964010378, 0.4103089348975286
1963.2037674041776, 0.4055112938460069
1964.2988970500214, 0.3891644772229401
1964.6895876285585, 0.36965868175849936
1965.5715716583613, 0.3559097525011845
1966.4449161470925, 0.3393260916563755
1967.5102905255837, 0.3253286049476828
1968.9504956839933, 0.3119887781125473
1969.2500106632951, 0.3013507039241672
1971.5069363747048, 0.2770900296595762
1972.5918651095121, 0.26798388402818407
1974.2328755798999, 0.2677148776733026
1975.9985917592467, 0.2669871208871005
1977.762502198273, 0.2611130041875571
1979.5292794827567, 0.2634093970411536
1981.3503623906581, 0.2679610933652239
1983.0654402748667, 0.2754299187057462
1984.832496797544, 0.27852214041192114
1986.598157129252, 0.2776352178552035
1988.3627005081846, 0.2735649798881714
1990.1260338549434, 0.26604615022663247
1991.8887714935554, 0.25682955234625937
1993.6536127265615, 0.2536081984886446
1994.937360060083, 0.25191074053447016
